#organism	nchr	16Scopy	nprot	nprot_w_function	lineage
Desulfurispirillum_indicum_S5_uid45897	1	3	2571	1398	k:Bacteria;p:Chrysiogenetes;c:Chrysiogenetes;o:Chrysiogenales;f:Chrysiogenaceae;g:Desulfurispirillum;s:Desulfurispirillumindicum
Mycoplasma_gallisepticum_R_high__uid161999	1	2	766	394	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmagallisepticum
Symbiobacterium_thermophilum_IAM_14863_uid58165	1	6	3337	1653	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Symbiobacteriaceae;g:Symbiobacterium;s:Symbiobacteriumthermophilum
Francisella_tularensis_FSC198_uid58693	1	3	1605	957	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Thiotrichales;f:Francisellaceae;g:Francisella;s:Francisellatularensis
Vibrio_Ex25_uid41601	2	11	4518	2574	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:undef
Buchnera_aphidicola_Sg__Schizaphis_graminum__uid57913	1	1	546	527	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:Buchneraaphidicola
Natronobacterium_gregoryi_SP2_uid74439	1	3	3656	1266	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Natrialbales;f:Natrialbaceae;g:Natronobacterium;s:Natronobacteriumgregoryi
Vulcanisaeta_distributa_DSM_14429_uid52827	1	1	2493	986	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Vulcanisaeta;s:Vulcanisaetadistributa
Deinococcus_proteolyticus_MRP_uid63399	1	3	1975	964	k:Bacteria;p:Deinococcus-Thermus;c:Deinococci;o:Deinococcales;f:Deinococcaceae;g:Deinococcus;s:Deinococcusproteolyticus
Thermus_thermophilus_HB8_uid58223	1	2	1908	1068	k:Bacteria;p:Deinococcus-Thermus;c:Deinococci;o:Thermales;f:Thermaceae;g:Thermus;s:Thermusthermophilus
Acinetobacter_baumannii_AB307_0294_uid59271	1	6	3451	1778	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Acinetobacter;s:Acinetobacterbaumannii
Mycobacterium_rhodesiae_NBB3_uid75107	1	2	6147	1906	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumrhodesiae
Bordetella_parapertussis_18323_uid175569	1	3	3377	1790	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Bordetella;s:Bordetellapertussis
Staphylococcus_pseudintermedius_ED99_uid162109	1	5	2356	1320	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:Staphylococcuspseudintermedius
Arcobacter_L_uid158135	1	5	2845	1367	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Campylobacteraceae;g:Arcobacter;s:undef
Synechocystis_PCC_6803_substr__PCC_N_uid159835	1	2	3168	1443	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechocystis;s:undef
Corynebacterium_pseudotuberculosis_PAT10_uid159671	1	4	2079	1101	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:Corynebacteriumpseudotuberculosis
Methanothermobacter_thermautotrophicus_Delta_H_uid57877	1	2	1873	1010	k:Archaea;p:Euryarchaeota;c:Methanobacteria;o:Methanobacteriales;f:Methanobacteriaceae;g:Methanothermobacter;s:Methanothermobacterthermautotrophicus
Streptomyces_PAMC26508_uid197217	1	6	6969	2135	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:undef
Candidatus_Kinetoplastibacterium_crithidii__ex_Angomonas_deanei_ATCC_30255__uid183630	1	3	734	627	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:undef;f:undef;g:Kinetoplastibacterium;s:Kinetoplastibacteriumcrithidii
Flavobacterium_johnsoniae_UW101_uid58493	1	6	5017	1466	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Flavobacterium;s:Flavobacteriumjohnsoniae
Flavobacterium_indicum_GPTSA100_9_uid157999	1	4	2671	1079	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Flavobacterium;s:Flavobacteriumindicum
Salmonella_enterica_serovar_Heidelberg_B182_uid162195	1	7	4282	2822	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:Salmonellaenterica
Helicobacter_pylori_Cuz20_uid159987	1	2	1564	912	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Leuconostoc_mesenteroides_ATCC_8293_uid57919	1	4	1968	726	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Leuconostoc;s:Leuconostocmesenteroides
Fibrobacter_succinogenes_S85_uid41169	1	3	3085	1114	k:Bacteria;p:Fibrobacteres;c:Fibrobacteria;o:Fibrobacterales;f:Fibrobacteraceae;g:Fibrobacter;s:Fibrobactersuccinogenes
Gluconobacter_oxydans_621H_uid58239	1	4	2432	1315	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Acetobacteraceae;g:Gluconobacter;s:Gluconobacteroxydans
Mycoplasma_genitalium_M2321_uid173373	1	1	499	328	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmagenitalium
Bacillus_halodurans_C_125_uid57791	1	8	4052	2204	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillushalodurans
Staphylococcus_epidermidis_RP62A_uid57663	1	6	2490	1309	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:Staphylococcusepidermidis
Escherichia_coli_DH1_uid161951	1	7	4160	2863	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Chlamydia_trachomatis_L1_224_uid196785	1	2	890	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Burkholderia_pseudomallei_1710b_uid58391	2	4	6344	2936	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiapseudomallei
Nocardiopsis_alba_ATCC_BAA_2165_uid174334	1	5	5508	1725	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptosporangiales;f:Nocardiopsaceae;g:Nocardiopsis;s:Nocardiopsisalba
Roseburia_hominis_A2_183_uid73419	1	4	3362	1435	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Roseburia;s:Roseburiahominis
Chlamydophila_psittaci_Mat116_uid189026	1	1	1017	540	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiapsittaci
Gordonia_polyisoprenivorans_VH2_uid86651	1	3	4945	1837	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Gordoniaceae;g:Gordonia;s:Gordoniapolyisoprenivorans
Microbacterium_testaceum_StLB037_uid62789	1	2	3676	1625	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micrococcales;f:Microbacteriaceae;g:Microbacterium;s:Microbacteriumtestaceum
Bacillus_amyloliquefaciens_FZB42_uid58271	1	10	3693	2110	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusamyloliquefaciens
Bifidobacterium_longum_DJO10A_uid58833	1	4	1988	992	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:Bifidobacteriumlongum
Candidatus_Pelagibacter_IMCC9063_uid66305	1	1	1447	868	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Pelagibacterales;f:Pelagibacteraceae;g:Pelagibacter;s:undef
Allochromatium_vinosum_DSM_180_uid46083	1	3	3053	1699	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Chromatiales;f:Chromatiaceae;g:Allochromatium;s:Allochromatiumvinosum
Brucella_melitensis_M28_uid158857	2	3	3363	1752	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Brucellaceae;g:Brucella;s:Brucellamelitensis
Acidithiobacillus_caldus_SM_1_uid70791	1	2	2876	1352	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Acidithiobacillales;f:Acidithiobacillaceae;g:Acidithiobacillus;s:Acidithiobacilluscaldus
Dactylococcopsis_salina_PCC_8305_uid183341	1	3	3337	1317	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Dactylococcopsis;s:Dactylococcopsissalina
Thermotoga_maritima_MSB8_uid202924	1	1	1891	979	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Thermotogales;f:Thermotogaceae;g:Thermotoga;s:Thermotogamaritima
Lactobacillus_casei_BL23_uid59237	1	5	2997	1444	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacilluscasei
Rhodoferax_ferrireducens_T118_uid58353	1	2	4169	2302	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:Rhodoferaxferrireducens
Erythrobacter_litoralis_HTCC2594_uid58299	1	1	3011	723	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Erythrobacteraceae;g:Erythrobacter;s:Erythrobacterlitoralis
Erwinia_amylovora_CFBP1430_uid46839	1	7	3675	2165	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Erwinia;s:Erwiniaamylovora
Bacillus_thuringiensis_HD_771_uid173374	1	12	5984	2243	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusthuringiensis
Helicobacter_felis_ATCC_49179_uid61409	1	2	1653	881	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterfelis
Yersinia_pseudotuberculosis_IP_31758_uid58487	1	7	4121	2583	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:Yersiniapseudotuberculosis
Salmonella_enterica_serovar_Dublin_CT_02021853_uid58917	1	7	4530	2790	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:Salmonellaenterica
Sinorhizobium_fredii_HH103_uid86865	1	3	3955	1796	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Rhizobiaceae;g:Sinorhizobium;s:Sinorhizobiumfredii
Rickettsia_canadensis_McKiel_uid58159	1	1	1089	613	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:Rickettsiacanadensis
Cellulomonas_flavigena_DSM_20109_uid48821	1	2	3678	1534	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micrococcales;f:Cellulomonadaceae;g:Cellulomonas;s:Cellulomonasflavigena
Chlamydophila_psittaci_6BC_uid63621	1	1	967	544	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiapsittaci
Mycoplasma_bovis_Hubei_1_uid68691	1	1	801	399	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmabovis
Hydrogenobacter_thermophilus_TK_6_uid45927	1	1	1893	1111	k:Bacteria;p:Aquificae;c:Aquificae;o:Aquificales;f:Aquificaceae;g:Hydrogenobacter;s:Hydrogenobacterthermophilus
Candidatus_Nitrospira_defluvii_uid51175	1	1	4266	1489	k:Bacteria;p:Nitrospirae;c:Nitrospira;o:Nitrospirales;f:Nitrospiraceae;g:Nitrospira;s:Nitrospiradefluvii
Escherichia_coli_SMS_3_5_uid58919	1	7	4742	3049	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Prochlorococcus_marinus_MIT_9312_uid58357	1	1	1810	983	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:Prochlorococcusmarinus
Brevibacillus_brevis_NBRC_100599_uid59175	1	15	5947	2360	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Paenibacillaceae;g:Brevibacillus;s:Brevibacillusbrevis
Helicobacter_pylori_Puno135_uid161157	1	2	1573	922	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Methanocaldococcus_jannaschii_DSM_2661_uid57713	1	2	1714	1003	k:Archaea;p:Euryarchaeota;c:Methanococci;o:Methanococcales;f:Methanocaldococcaceae;g:Methanocaldococcus;s:Methanocaldococcusjannaschii
Lactobacillus_plantarum_ST_III_uid53537	1	5	2996	1414	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillusplantarum
Klebsiella_pneumoniae_MGH_78578_uid57619	1	8	4775	3158	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Klebsiella;s:Klebsiellapneumoniae
Frankia_EuI1c_uid42615	1	3	7083	1974	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Frankiales;f:Frankiaceae;g:Frankia;s:undef
Methanococcus_vannielii_SB_uid58767	1	4	1678	1018	k:Archaea;p:Euryarchaeota;c:Methanococci;o:Methanococcales;f:Methanococcaceae;g:Methanococcus;s:Methanococcusvannielii
Gluconacetobacter_diazotrophicus_PAl_5_uid61587	1	4	3775	1776	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Acetobacteraceae;g:Gluconacetobacter;s:Gluconacetobacterdiazotrophicus
Carnobacterium_17_4_uid65789	1	8	2420	1431	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Carnobacteriaceae;g:Carnobacterium;s:undef
Helicobacter_pylori_Shi169_uid162209	1	2	1525	912	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Aciduliprofundum_boonei_T469_uid43333	1	1	1544	786	k:Archaea;p:Euryarchaeota;c:undef;o:undef;f:undef;g:Aciduliprofundum;s:Aciduliprofundumboonei
Alistipes_finegoldii_DSM_17242_uid168180	1	2	3110	1023	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Rikenellaceae;g:Alistipes;s:Alistipesfinegoldii
Helicobacter_pylori_Rif1_uid178202	1	2	1595	920	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Crinalium_epipsammum_PCC_9333_uid183113	1	4	4474	1500	k:Bacteria;p:Cyanobacteria;c:undef;o:Oscillatoriales;f:undef;g:Crinalium;s:Crinaliumepipsammum
Neisseria_meningitidis_M01_240149_uid162079	1	4	1936	1161	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:Neisseriameningitidis
Yersinia_pseudotuberculosis_PB1__uid59153	1	7	4150	2594	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:Yersiniapseudotuberculosis
Prochlorococcus_marinus_MIT_9211_uid58309	1	1	1854	983	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:Prochlorococcusmarinus
Caulobacter_crescentus_CB15_uid57891	1	2	3737	1801	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Caulobacterales;f:Caulobacteraceae;g:Caulobacter;s:Caulobactervibrioides
Nitratiruptor_SB155_2_uid58861	1	3	1843	1087	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:undef;f:undef;g:Nitratiruptor;s:undef
Chlamydophila_pneumoniae_J138_uid57829	1	1	1069	569	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiapneumoniae
Bacillus_cellulosilyticus_DSM_2522_uid43329	1	10	4266	1871	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacilluscellulosilyticus
Psychromonas_ingrahamii_37_uid58521	1	10	3545	2071	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Psychromonadaceae;g:Psychromonas;s:Psychromonasingrahamii
Methanobrevibacter_ruminantium_M1_uid45857	1	2	2217	972	k:Archaea;p:Euryarchaeota;c:Methanobacteria;o:Methanobacteriales;f:Methanobacteriaceae;g:Methanobrevibacter;s:Methanobrevibacterruminantium
Streptomyces_cattleya_NRRL_8057___DSM_46488_uid162187	1	6	5822	1735	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:Streptomycescattleya
Chlamydia_psittaci_VS225_uid175574	1	1	1108	541	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiapsittaci
Staphylococcus_aureus_71193_uid162141	1	6	2622	1369	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:Staphylococcusaureus
secondary_endosymbiont_of_Ctenarytaina_eucalypti_uid172737	1	1	918	633	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:undef;s:undef
Vibrio_EJY3_uid83161	2	9	4786	2640	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:undef
Haemophilus_influenzae_PittGG_uid58593	1	6	1661	1184	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Haemophilus;s:Haemophilusinfluenzae
Leuconostoc_gasicomitatum_LMG_18811_uid50385	1	4	1912	1077	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Leuconostoc;s:Leuconostocgelidum
Enterococcus_faecium_Aus0004_uid87025	1	6	2860	1270	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Enterococcaceae;g:Enterococcus;s:Enterococcusfaecium
Clostridium_difficile_CD196_uid41017	1	10	3454	1666	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptostreptococcaceae;g:Peptoclostridium;s:Peptoclostridiumdifficile
Slackia_heliotrinireducens_DSM_20476_uid59051	1	2	2766	1025	k:Bacteria;p:Actinobacteria;c:Coriobacteriia;o:Eggerthellales;f:Eggerthellaceae;g:Slackia;s:Slackiaheliotrinireducens
Starkeya_novella_DSM_506_uid48815	1	1	4431	2160	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Xanthobacteraceae;g:Starkeya;s:Starkeyanovella
Acinetobacter_oleivorans_DR1_uid50119	1	6	3874	1912	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Acinetobacter;s:Acinetobacteroleivorans
Amycolatopsis_mediterranei_U32_uid50565	1	4	9228	2848	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Pseudonocardiales;f:Pseudonocardiaceae;g:Amycolatopsis;s:Amycolatopsismediterranei
Chlamydia_trachomatis_uid196776	1	2	893	524	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Buchnera_aphidicola_Cc__Cinara_cedri__uid58579	1	1	357	346	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:Buchneraaphidicola
Methanocaldococcus_infernus_ME_uid48803	1	2	1441	949	k:Archaea;p:Euryarchaeota;c:Methanococci;o:Methanococcales;f:Methanocaldococcaceae;g:Methanocaldococcus;s:Methanocaldococcusinfernus
Lactococcus_garvieae_Lg2_uid161935	1	5	1968	997	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Lactococcus;s:Lactococcusgarvieae
Haemophilus_influenzae_Rd_KW20_uid57771	1	6	1610	1288	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Haemophilus;s:Haemophilusinfluenzae
Azospirillum_B510_uid46085	1	2	2893	1351	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Rhodospirillaceae;g:Azospirillum;s:Azospirillumlipoferum
Sinorhizobium_meliloti_GR4_uid184823	1	3	3319	1688	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Rhizobiaceae;g:Sinorhizobium;s:Sinorhizobiummeliloti
Ammonifex_degensii_KC4_uid41053	1	2	2052	1054	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacteraceae;g:Ammonifex;s:Ammonifexdegensii
Thermoproteus_uzoniensis_768_20_uid65089	1	1	2186	909	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Thermoproteus;s:Thermoproteusuzoniensis
Sulfolobus_islandicus_Y_N_15_51_uid58825	1	1	2850	1062	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:Sulfolobusislandicus
Escherichia_coli_O104_H4_2009EL_2050_uid175905	1	7	4969	3004	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Streptococcus_thermophilus_LMG_18311_uid58219	1	6	1888	971	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcusthermophilus
Bacillus_amyloliquefaciens_XH7_uid158881	1	7	4190	1983	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusamyloliquefaciens
Chlamydia_trachomatis_E_11023_uid161369	1	2	926	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Escherichia_coli_K_12_substr__MG1655_uid57779	1	7	4145	2931	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Salinibacter_ruber_M8_uid47323	1	1	3086	1217	k:Bacteria;p:Bacteroidetes;c:undef;o:Bacteroidetes;f:Rhodothermaceae;g:Salinibacter;s:Salinibacterruber
Halobacterium_NRC_1_uid57769	1	1	2075	997	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Halobacterium;s:Halobacteriumsalinarum
Listeria_monocytogenes_SLCC2540_uid175106	1	6	2907	1534	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:Listeriamonocytogenes
Streptococcus_suis_ST3_uid66327	1	4	1952	1065	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcussuis
Bifidobacterium_asteroides_PRL2011_uid176921	1	2	1658	882	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:Bifidobacteriumasteroides
Ketogulonicigenium_vulgare_WSH_001_uid161161	1	4	2596	1385	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Ketogulonicigenium;s:Ketogulonicigeniumvulgare
Pasteurella_multocida_Pm70_uid57627	1	6	2012	1560	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Pasteurella;s:Pasteurellamultocida
Rickettsia_slovaca_13_B_uid82369	1	1	1112	612	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:Rickettsiaslovaca
Burkholderia_pseudomallei_1026b_uid162511	2	4	6070	2731	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiapseudomallei
Leptothrix_cholodnii_SP_6_uid58971	1	2	4363	2321	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:undef;g:Leptothrix;s:Leptothrixcholodnii
Chlamydia_trachomatis_D_SotonD1_uid196772	1	2	894	524	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Natrinema_J7_uid171337	1	3	4239	1255	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Natrialbales;f:Natrialbaceae;g:Natrinema;s:undef
Halobacteroides_halobius_DSM_5150_uid184862	1	5	2468	1322	k:Bacteria;p:Firmicutes;c:Clostridia;o:Halanaerobiales;f:Halobacteroidaceae;g:Halobacteroides;s:Halobacteroideshalobius
Candidatus_Riesia_pediculicola_USDA_uid46841	1	2	543	442	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Riesia;s:Riesiapediculicola
Lysinibacillus_sphaericus_C3_41_uid58945	1	10	4584	1938	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Lysinibacillus;s:Lysinibacillussphaericus
Streptococcus_pneumoniae_TIGR4_uid57857	1	4	2105	1227	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcuspneumoniae
Magnetospirillum_magneticum_AMB_1_uid58527	1	2	4561	1852	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Rhodospirillaceae;g:Magnetospirillum;s:Magnetospirillummagneticum
